date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:22	269365/269365	---M-Z	200	added ('OK')	text/html	etag:%2241c35-6229907864361-gzip%22	https://themesflat.co/html/ecomus/home-multi-brand.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-multi-brand.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:22	17535/17535	---M--	200	added ('OK')	image/jpeg	etag:%22447f-6216da47e3d62%22	https://themesflat.co/html/ecomus/images/demo/home-multi-brand.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-multi-brand.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:23	255848/255848	---M-Z	200	added ('OK')	text/html	etag:%223e768-6229905c67122-gzip%22	https://themesflat.co/html/ecomus/home-02.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-02.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:23	17825/17825	---M--	200	added ('OK')	image/jpeg	etag:%2245a1-6216da34b4e0c%22	https://themesflat.co/html/ecomus/images/demo/home-02.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-02.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:23	289164/289164	---M-Z	200	added ('OK')	text/html	etag:%224698c-6229905c67cda-gzip%22	https://themesflat.co/html/ecomus/home-03.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-03.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:24	25514/25514	---M--	200	added ('OK')	image/jpeg	etag:%2263aa-6216da3759e3b%22	https://themesflat.co/html/ecomus/images/demo/home-03.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-03.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:24	286183/286183	---M-Z	200	added ('OK')	text/html	etag:%2245de7-6229905ebfe8d-gzip%22	https://themesflat.co/html/ecomus/home-04.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-04.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:24	19088/19088	---M--	200	added ('OK')	image/jpeg	etag:%224a90-6216da365b7dc%22	https://themesflat.co/html/ecomus/images/demo/home-04.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-04.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:24	267813/267813	---M-Z	200	added ('OK')	text/html	etag:%2241625-6229905ec835d-gzip%22	https://themesflat.co/html/ecomus/home-05.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-05.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:24	31407/31407	---M--	200	added ('OK')	image/jpeg	etag:%227aaf-6216da37fb44c%22	https://themesflat.co/html/ecomus/images/demo/home-05.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-05.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:25	397408/397408	---M-Z	200	added ('OK')	text/html	etag:%2261060-6229906107a87-gzip%22	https://themesflat.co/html/ecomus/home-06.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-06.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:25	18342/18342	---M--	200	added ('OK')	image/jpeg	etag:%2247a6-6216da39105f5%22	https://themesflat.co/html/ecomus/images/demo/home-06.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-06.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:25	262850/262850	---M-Z	200	added ('OK')	text/html	etag:%22402c2-62299061197b0-gzip%22	https://themesflat.co/html/ecomus/home-07.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-07.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:25	16083/16083	---M--	200	added ('OK')	image/jpeg	etag:%223ed3-6216da39a1265%22	https://themesflat.co/html/ecomus/images/demo/home-07.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-07.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:25	264218/264218	---M-Z	200	added ('OK')	text/html	etag:%224081a-622d841186e57-gzip%22	https://themesflat.co/html/ecomus/home-08.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-08.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:26	29020/29020	---M--	200	added ('OK')	image/jpeg	etag:%22715c-6216da3aca076%22	https://themesflat.co/html/ecomus/images/demo/home-08.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-08.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:26	327579/327579	---M-Z	200	added ('OK')	text/html	etag:%224ff9b-6229907f804e2-gzip%22	https://themesflat.co/html/ecomus/home-skincare.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-skincare.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:26	20401/20401	---M--	200	added ('OK')	image/jpeg	etag:%224fb1-6216da4be1175%22	https://themesflat.co/html/ecomus/images/demo/home-skincare.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-skincare.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:26	294670/294670	---M-Z	200	added ('OK')	text/html	etag:%2247f0e-622990717d572-gzip%22	https://themesflat.co/html/ecomus/home-headphone.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-headphone.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:27	30335/30335	---M--	200	added ('OK')	image/jpeg	etag:%22767f-6216da454a8b3%22	https://themesflat.co/html/ecomus/images/demo/home-headphone.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-headphone.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:27	298362/298362	---M-Z	200	added ('OK')	text/html	etag:%2248d7a-6229906cd2fcd-gzip%22	https://themesflat.co/html/ecomus/home-giftcard.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/home-giftcard.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:27	25053/25053	---M--	200	added ('OK')	image/jpeg	etag:%2261dd-6216da41ffc22%22	https://themesflat.co/html/ecomus/images/demo/home-giftcard.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/demo/home-giftcard.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:27	300909/300909	---M-Z	200	added ('OK')	text/html	etag:%224976d-622990d57fff3-gzip%22	https://themesflat.co/html/ecomus/shop-right-sidebar.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-right-sidebar.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:27	280862/280862	---M-Z	200	added ('OK')	text/html	etag:%224491e-622990ce76753-gzip%22	https://themesflat.co/html/ecomus/shop-fullwidth.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-fullwidth.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:28	286069/286069	---M-Z	200	added ('OK')	text/html	etag:%2245d75-622990c9d9887-gzip%22	https://themesflat.co/html/ecomus/shop-collection-sub.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-collection-sub.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:28	229281/229281	---M-Z	200	added ('OK')	text/html	etag:%2237fa1-622990c971871-gzip%22	https://themesflat.co/html/ecomus/shop-collection-list.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-collection-list.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:28	279419/279419	---M-Z	200	added ('OK')	text/html	etag:%224437b-622990d2da024-gzip%22	https://themesflat.co/html/ecomus/shop-link.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-link.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:29	297777/297777	---M-Z	200	added ('OK')	text/html	etag:%2248b31-622990d32bcc1-gzip%22	https://themesflat.co/html/ecomus/shop-loadmore.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-loadmore.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:29	297696/297696	---M-Z	200	added ('OK')	text/html	etag:%2248ae0-622990d07f761-gzip%22	https://themesflat.co/html/ecomus/shop-infinite-scrolling.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-infinite-scrolling.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:29	283573/283573	---M-Z	200	added ('OK')	text/html	etag:%22453b5-622990ce1d586-gzip%22	https://themesflat.co/html/ecomus/shop-filter-sidebar.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-filter-sidebar.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:29	279418/279418	---M-Z	200	added ('OK')	text/html	etag:%224437a-622990cc2d001-gzip%22	https://themesflat.co/html/ecomus/shop-filter-hidden.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-filter-hidden.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:29	266170/266170	---M-Z	200	added ('OK')	text/html	etag:%2240fba-622990bc12df3-gzip%22	https://themesflat.co/html/ecomus/product-style-list.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-style-list.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:30	278421/278421	---M-Z	200	added ('OK')	text/html	etag:%2243f95-622990b4978fc-gzip%22	https://themesflat.co/html/ecomus/product-style-01.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-style-01.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:30	279895/279895	---M-Z	200	added ('OK')	text/html	etag:%2244557-622990b51a6c4-gzip%22	https://themesflat.co/html/ecomus/product-style-02.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-style-02.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:30	280624/280624	---M-Z	200	added ('OK')	text/html	etag:%2244830-622990b6ec3fe-gzip%22	https://themesflat.co/html/ecomus/product-style-03.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-style-03.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:30	276798/276798	---M-Z	200	added ('OK')	text/html	etag:%224393e-622990b768466-gzip%22	https://themesflat.co/html/ecomus/product-style-04.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-style-04.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:30	279880/279880	---M-Z	200	added ('OK')	text/html	etag:%2244548-622990b946109-gzip%22	https://themesflat.co/html/ecomus/product-style-05.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-style-05.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:31	276871/276871	---M-Z	200	added ('OK')	text/html	etag:%2243987-622990b9bf290-gzip%22	https://themesflat.co/html/ecomus/product-style-06.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-style-06.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:31	276271/276271	---M-Z	200	added ('OK')	text/html	etag:%224372f-622990bb90fcb-gzip%22	https://themesflat.co/html/ecomus/product-style-07.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-style-07.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:31	275914/275914	---M-Z	200	added ('OK')	text/html	etag:%22435ca-622990d538f37-gzip%22	https://themesflat.co/html/ecomus/shop-men.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-men.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:32	47518/47518	---M--	200	added ('OK')	image/jpeg	etag:%22b99e-6216d924973e2%22	https://themesflat.co/html/ecomus/images/collections/collection-1.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/collections/collection-1.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:32	275918/275918	---M-Z	200	added ('OK')	text/html	etag:%22435ce-622990d78e20a-gzip%22	https://themesflat.co/html/ecomus/shop-women.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/shop-women.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:32	40751/40751	---M--	200	added ('OK')	image/jpeg	etag:%229f2f-6216d92d54d2d%22	https://themesflat.co/html/ecomus/images/collections/collection-2.jpg	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/images/collections/collection-2.jpg	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:32	324486/324486	---M-Z	200	added ('OK')	text/html	etag:%224f386-6229909cfbc66-gzip%22	https://themesflat.co/html/ecomus/product-detail.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-detail.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:32	314159/314159	---M-Z	200	added ('OK')	text/html	etag:%224cb2f-622990a278948-gzip%22	https://themesflat.co/html/ecomus/product-grid-1.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-grid-1.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:33	309584/309584	---M-Z	200	added ('OK')	text/html	etag:%224b950-622990a3fe3be-gzip%22	https://themesflat.co/html/ecomus/product-grid-2.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-grid-2.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:33	322132/322132	---M-Z	200	added ('OK')	text/html	etag:%224ea54-622990b2c4069-gzip%22	https://themesflat.co/html/ecomus/product-stacked.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-stacked.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:33	324241/324241	---M-Z	200	added ('OK')	text/html	etag:%224f291-622990b238dd1-gzip%22	https://themesflat.co/html/ecomus/product-right-thumbnails.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-right-thumbnails.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:33	324209/324209	---M-Z	200	added ('OK')	text/html	etag:%224f271-62299095ef0fe-gzip%22	https://themesflat.co/html/ecomus/product-bottom-thumbnails.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-bottom-thumbnails.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:33	342107/342107	---M-Z	200	added ('OK')	text/html	etag:%225385b-6229909dc996a-gzip%22	https://themesflat.co/html/ecomus/product-drawer-sidebar.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-drawer-sidebar.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:34	323998/323998	---M-Z	200	added ('OK')	text/html	etag:%224f19e-622990992fd66-gzip%22	https://themesflat.co/html/ecomus/product-description-accordion.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-description-accordion.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:34	323613/323613	---M-Z	200	added ('OK')	text/html	etag:%224f01d-6229909aa0fbc-gzip%22	https://themesflat.co/html/ecomus/product-description-list.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-description-list.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:34	324195/324195	---M-Z	200	added ('OK')	text/html	etag:%224f263-6229909b7db08-gzip%22	https://themesflat.co/html/ecomus/product-description-vertical.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-description-vertical.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:34	317027/317027	---M-Z	200	added ('OK')	text/html	etag:%224d663-622990a65cee9-gzip%22	https://themesflat.co/html/ecomus/product-inner-zoom.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-inner-zoom.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:35	316874/316874	---M-Z	200	added ('OK')	text/html	etag:%224d5ca-622990c4fc65f-gzip%22	https://themesflat.co/html/ecomus/product-zoom-magnifier.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-zoom-magnifier.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:35	316431/316431	---M-Z	200	added ('OK')	text/html	etag:%224d40f-622990a712d1c-gzip%22	https://themesflat.co/html/ecomus/product-no-zoom.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-no-zoom.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:35	316794/316794	---M-Z	200	added ('OK')	text/html	etag:%224d57a-622990ab1a157-gzip%22	https://themesflat.co/html/ecomus/product-photoswipe-popup.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-photoswipe-popup.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:35	322894/322894	---M-Z	200	added ('OK')	text/html	etag:%224ed4e-622990c55fc3c-gzip%22	https://themesflat.co/html/ecomus/product-zoom-popup.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-zoom-popup.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:35	322191/322191	---M-Z	200	added ('OK')	text/html	etag:%224ea8f-622990c30bcf2-gzip%22	https://themesflat.co/html/ecomus/product-video.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-video.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:36	335785/335785	---M-Z	200	added ('OK')	text/html	etag:%2251fa9-622990938f633-gzip%22	https://themesflat.co/html/ecomus/product-3d.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-3d.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:36	323702/323702	---M-Z	200	added ('OK')	text/html	etag:%224f076-622990a970c8f-gzip%22	https://themesflat.co/html/ecomus/product-options-customizer.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-options-customizer.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:36	325087/325087	---M-Z	200	added ('OK')	text/html	etag:%224f5df-6229909487319-gzip%22	https://themesflat.co/html/ecomus/product-advanced-types.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-advanced-types.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:36	307437/307437	---M-Z	200	added ('OK')	text/html	etag:%224b0ed-622990a1a65f4-gzip%22	https://themesflat.co/html/ecomus/product-giftcard.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-giftcard.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:36	322889/322889	---M-Z	200	added ('OK')	text/html	etag:%224ed49-62299096e046c-gzip%22	https://themesflat.co/html/ecomus/product-color-swatch.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-color-swatch.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:37	322118/322118	---M-Z	200	added ('OK')	text/html	etag:%224ea46-622990b06bace-gzip%22	https://themesflat.co/html/ecomus/product-rectangle.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-rectangle.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:37	322530/322530	---M-Z	200	added ('OK')	text/html	etag:%224ebe2-622990afdc9b6-gzip%22	https://themesflat.co/html/ecomus/product-rectangle-color.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-rectangle-color.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:37	322429/322429	---M-Z	200	added ('OK')	text/html	etag:%224eb7d-622990c0bac88-gzip%22	https://themesflat.co/html/ecomus/product-swatch-image.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-swatch-image.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:37	323548/323548	---M-Z	200	added ('OK')	text/html	etag:%224efdc-622990c0470f1-gzip%22	https://themesflat.co/html/ecomus/product-swatch-image-rounded.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-swatch-image-rounded.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:38	322122/322122	---M-Z	200	added ('OK')	text/html	etag:%224ea4a-622990be62305-gzip%22	https://themesflat.co/html/ecomus/product-swatch-dropdown.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-swatch-dropdown.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:38	322592/322592	---M-Z	200	added ('OK')	text/html	etag:%224ec20-622990bdf3d5f-gzip%22	https://themesflat.co/html/ecomus/product-swatch-dropdown-color.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-swatch-dropdown-color.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:38	339689/339689	---M-Z	200	added ('OK')	text/html	etag:%2252ee9-622990a02c6fe-gzip%22	https://themesflat.co/html/ecomus/product-frequently-bought-together.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-frequently-bought-together.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
10:20:38	334113/334113	---M-Z	200	added ('OK')	text/html	etag:%2251921-6229909f4ff99-gzip%22	https://themesflat.co/html/ecomus/product-frequently-bought-together-2.html	C:/Users/user/Desktop/templateConstructo/h/themesflat.co/html/ecomus/product-frequently-bought-together-2.html	(from https://themesflat.co/html/ecomus/shop-left-sidebar.html)
